categoria_es,categoria_pl,palabra_es,palabra_pl
"Preposiciones","Przyimki","con respecto a","w odniesieniu do"
"Preposiciones","Przyimki","debajo de","pod (pod spodem)"
"Preposiciones","Przyimki","delante de","przed (miejsce)"
"Preposiciones","Przyimki","dentro de","wewnątrz / w (czas)"
"Preposiciones","Przyimki","después de","po (czas)"
"Preposiciones","Przyimki","detrás de","za (miejsce)"
"Preposiciones","Przyimki","en contra de","przeciwko"
"Preposiciones","Przyimki","en medio de","w środku / pomiędzy"
"Preposiciones","Przyimki","en lugar de","zamiast"
"Preposiciones","Przyimki","en vez de","zamiast"
"Preposiciones","Przyimki","encima de","nad / na"
"Preposiciones","Przyimki","frente a","naprzeciwko / wobec"
"Preposiciones","Przyimki","fuera de","poza"
"Preposiciones","Przyimki","gracias a","dzięki"
"Preposiciones","Przyimki","junto a","obok"
"Preposiciones","Przyimki","lejos de","daleko od"
"Preposiciones","Przyimki","por causa de","z powodu"
"Preposiciones","Przyimki","por culpa de","przez (z winy)"
"Preposiciones","Przyimki","a través de","poprzez"
"Preposiciones","Przyimki","con el fin de","w celu"
"Preposiciones","Przyimki","a favor de","na rzecz / za"
"Conjunciones","Spójniki","y","i / oraz"
"Conjunciones","Spójniki","e","i / oraz (przed wyrazem na i/hi)"
"Conjunciones","Spójniki","ni","ani"
"Conjunciones","Spójniki","que","że / który"
"Conjunciones","Spójniki","o","albo / lub"
"Conjunciones","Spójniki","u","albo / lub (przed wyrazem na o/ho)"
"Conjunciones","Spójniki","pero","ale"
"Conjunciones","Spójniki","mas","lecz / ale (literackie)"
"Conjunciones","Spójniki","sino","lecz (po przeczeniu)"
"Conjunciones","Spójniki","porque","ponieważ / bo"
"Conjunciones","Spójniki","pues","zatem / bo"
"Conjunciones","Spójniki","ya que","skoro / jako że"
"Conjunciones","Spójniki","puesto que","ponieważ / skoro"
"Conjunciones","Spójniki","dado que","zważywszy że"
"Conjunciones","Spójniki","como","jako / ponieważ / jak"
"Conjunciones","Spójniki","si","jeśli / czy"
"Conjunciones","Spójniki","siempre que","zawsze gdy / pod warunkiem że"
"Conjunciones","Spójniki","con tal (de) que","pod warunkiem że"
"Conjunciones","Spójniki","a condición de que","pod warunkiem że"
"Conjunciones","Spójniki","aunque","chociaż / mimo że"
"Conjunciones","Spójniki","a pesar de que","pomimo że"
"Conjunciones","Spójniki","aun cuando","nawet jeśli"
"Conjunciones","Spójniki","por más que","nie ważne jak / chociaż"
"Conjunciones","Spójniki","para que","aby / żeby"
"Conjunciones","Spójniki","a fin de que","w tym celu żeby"
"Conjunciones","Spójniki","luego","więc / toteż"
"Conjunciones","Spójniki","conque","a więc / wobec tego"
"Conjunciones","Spójniki","así que","więc / tak więc"
"Conjunciones","Spójniki","por lo tanto","dlatego też"
"Conjunciones","Spójniki","por consiguiente","w konsekwencji"
"Conjunciones","Spójniki","sea... sea","czy to... czy to"
"Conjunciones","Spójniki","ya... ya","raz... raz"
"Conjunciones","Spójniki","bien... bien","albo... albo"
"Conjunciones","Spójniki","mientras","podczas gdy"
"Conjunciones","Spójniki","cuando","kiedy / gdy"
"Conjunciones","Spójniki","antes de que","zanim"
"Conjunciones","Spójniki","después de que","po tym jak"
"Conjunciones","Spójniki","hasta que","aż / dopóki no"
"Conjunciones","Spójniki","desde que","odkąd"
"Conjunciones","Spójniki","luego que","skoro tylko"
"Conjunciones","Spójniki","tan pronto como","jak tylko"
"Conjunciones","Spójniki","apenas","zaledwie"
"Conjunciones","Spójniki","es decir","to znaczy"
"Conjunciones","Spójniki","o sea","czyli / to znaczy"
"Conjunciones","Spójniki","esto es","to jest"
"Conjunciones","Spójniki","sin embargo","jednakże / mimo to"
"Conjunciones","Spójniki","no obstante","niemniej jednak"
"Conjunciones","Spójniki","salvo","z wyjątkiem"
"Conjunciones","Spójniki","excepto","oprócz / wyjąwszy"
"Conjunciones","Spójniki","además","ponadto"
"Pronombres","Zaimki","yo","ja"
"Pronombres","Zaimki","tú","ty"
"Pronombres","Zaimki","él","on"
"Pronombres","Zaimki","ella","ona"
"Pronombres","Zaimki","usted","pan / pani"
"Pronombres","Zaimki","nosotros","my (mężczyźni/mieszane)"
"Pronombres","Zaimki","nosotras","my (kobiety)"
"Pronombres","Zaimki","vosotros","wy (mężczyźni/mieszane - Hiszpania)"
"Pronombres","Zaimki","vosotras","wy (kobiety - Hiszpania)"
"Pronombres","Zaimki","ellos","oni"
"Pronombres","Zaimki","ellas","one"
"Pronombres","Zaimki","ustedes","państwo (wy)"
"Pronombres","Zaimki","me","mi / mnie"
"Pronombres","Zaimki","te","ci / ciebie"
"Pronombres","Zaimki","le","jemu / jej / panu (celownik)"
"Pronombres","Zaimki","lo","go / jego / to (biernik)"
"Pronombres","Zaimki","la","ją (biernik)"
"Pronombres","Zaimki","nos","nam / nas"
"Pronombres","Zaimki","os","wam / was"
"Pronombres","Zaimki","les","im / państwu (celownik)"
"Pronombres","Zaimki","los","ich (biernik r.m.)"
"Pronombres","Zaimki","las","je (biernik r.ż.)"
"Pronombres","Zaimki","se","się / sobie"
"Pronombres","Zaimki","mí","mnie (po przyimku)"
"Pronombres","Zaimki","ti","tobie (po przyimku)"
"Pronombres","Zaimki","sí","sobie / nim (po przyimku)"
"Pronombres","Zaimki","conmigo","ze mną"
"Pronombres","Zaimki","contigo","z tobą"
"Pronombres","Zaimki","consigo","z nim / ze sobą"
"Pronombres","Zaimki","mío / mía","mój / moja"
"Pronombres","Zaimki","tuyo / tuya","twój / twoja"
"Pronombres","Zaimki","suyo / suya","jego / jej / ich"
"Pronombres","Zaimki","nuestro / nuestra","nasz / nasza"
"Pronombres","Zaimki","vuestro / vuestra","wasz / wasza"
"Pronombres","Zaimki","este","ten"
"Pronombres","Zaimki","esta","ta"
"Pronombres","Zaimki","esto","to"
"Pronombres","Zaimki","ese","tamten"
"Pronombres","Zaimki","esa","tamta"
"Pronombres","Zaimki","eso","tamto"
"Pronombres","Zaimki","aquel","ów (daleki)"
"Pronombres","Zaimki","aquella","owa (daleka)"
"Pronombres","Zaimki","aquello","owo (dalekie)"
"Pronombres","Zaimki","quien","kto / ten, kto"
"Pronombres","Zaimki","quienes","którzy / ci, którzy"
"Pronombres","Zaimki","que","który / co"
"Pronombres","Zaimki","cual","który / jaki"
"Pronombres","Zaimki","cuales","które / jacy"
"Pronombres","Zaimki","alguien","ktoś"
"Pronombres","Zaimki","nadie","nikt"
"Verbos Regulares AR","Czasowniki regularne AR","hablar","mówić / rozmawiać"
"Verbos Regulares AR","Czasowniki regularne AR","trabajar","pracować"
"Verbos Regulares AR","Czasowniki regularne AR","estudiar","uczyć się / studiować"
"Verbos Regulares AR","Czasowniki regularne AR","amar","kochać"
"Verbos Regulares AR","Czasowniki regularne AR","viajar","podróżować"
"Verbos Regulares AR","Czasowniki regularne AR","cantar","śpiewać"
"Verbos Regulares AR","Czasowniki regularne AR","bailar","tańczyć"
"Verbos Regulares AR","Czasowniki regularne AR","escuchar","słuchać"
"Verbos Regulares AR","Czasowniki regularne AR","mirar","patrzeć"
"Verbos Regulares AR","Czasowniki regularne AR","comprar","kupować"
"Verbos Regulares AR","Czasowniki regularne AR","pagar","płacić"
"Verbos Regulares AR","Czasowniki regularne AR","tomar","brać / pić"
"Verbos Regulares AR","Czasowniki regularne AR","llevar","nieść / nosić"
"Verbos Regulares AR","Czasowniki regularne AR","dejar","zostawiać / pozwalać"
"Verbos Regulares AR","Czasowniki regularne AR","ayudar","pomagać"
"Verbos Regulares AR","Czasowniki regularne AR","preparar","przygotowywać"
"Verbos Regulares AR","Czasowniki regularne AR","cocinar","gotować"
"Verbos Regulares AR","Czasowniki regularne AR","entrar","wchodzić"
"Verbos Regulares AR","Czasowniki regularne AR","llegar","przybierać / docierać"
"Verbos Regulares AR","Czasowniki regularne AR","pasar","spędzać / mijać"
"Verbos Regulares AR","Czasowniki regularne AR","mandar","wysyłać / rozkazywać"
"Verbos Regulares AR","Czasowniki regularne AR","preguntar","pytać"
"Verbos Regulares AR","Czasowniki regularne AR","contestar","odpowiadać"
"Verbos Regulares AR","Czasowniki regularne AR","necesitar","potrzebować"
"Verbos Regulares AR","Czasowniki regularne AR","usar","używać"
"Verbos Regulares AR","Czasowniki regularne AR","explicar","wyjaśniać"
"Verbos Regulares AR","Czasowniki regularne AR","ganar","wygrywać / zarabiać"
"Verbos Regulares AR","Czasowniki regularne AR","llorar","płakać"
"Verbos Regulares AR","Czasowniki regularne AR","nadar","pływać"
"Verbos Regulares AR","Czasowniki regularne AR","caminar","spacerować / chodzić"
"Verbos Regulares AR","Czasowniki regularne AR","descansar","odpoczywać"
"Verbos Regulares AR","Czasowniki regularne AR","terminar","kończyć"
"Verbos Regulares AR","Czasowniki regularne AR","olvidar","zapominać"
"Verbos Regulares AR","Czasowniki regularne AR","pintar","malować"
"Verbos Regulares AR","Czasowniki regularne AR","limpiar","sprzątać / czyścić"
"Verbos Regulares AR","Czasowniki regularne AR","lavar","myć / prać"
"Verbos Regulares AR","Czasowniki regularne AR","desayunar","jeść śniadanie"
"Verbos Regulares AR","Czasowniki regularne AR","cenar","jeść kolację"
"Verbos Regulares AR","Czasowniki regularne AR","saludar","pozdrawiać / witać"
"Verbos Regulares AR","Czasowniki regularne AR","invitar","zapraszać"
"Verbos Regulares AR","Czasowniki regularne AR","arreglar","naprawiać / porządkować"
"Verbos Regulares AR","Czasowniki regularne AR","buscar","szukać"
"Verbos Regulares AR","Czasowniki regularne AR","aceptar","akceptować / przyjmować"
"Verbos Regulares AR","Czasowniki regularne AR","acompañar","towarzyszyć"
"Verbos Regulares AR","Czasowniki regularne AR","esperar","czekać / mieć nadzieję"
"Verbos Regulares AR","Czasowniki regularne AR","llamar","dzwonić / wołać"
"Verbos Regulares AR","Czasowniki regularne AR","cuidar","opiekować się / dbać"
"Verbos Regulares AR","Czasowniki regularne AR","pasear","spacerować"
"Verbos Regulares AR","Czasowniki regularne AR","tocar","dotykać / grać (na instrumencie)"
"Verbos Regulares AR","Czasowniki regularne AR","bajar","schodzić / obniżać"
"Verbos Regulares ER","Czasowniki regularne ER","comer","jeść"
"Verbos Regulares ER","Czasowniki regularne ER","beber","pić"
"Verbos Regulares ER","Czasowniki regularne ER","comprender","rozumieć (głęboko)"
"Verbos Regulares ER","Czasowniki regularne ER","aprender","uczyć się (przyswajać)"
"Verbos Regulares ER","Czasowniki regularne ER","leer","czytać"
"Verbos Regulares ER","Czasowniki regularne ER","vender","sprzedawać"
"Verbos Regulares ER","Czasowniki regularne ER","responder","odpowiadać"
"Verbos Regulares ER","Czasowniki regularne ER","correr","biec / biegać"
"Verbos Regulares ER","Czasowniki regularne ER","deber","musieć / mieć powinność"
"Verbos Regulares ER","Czasowniki regularne ER","esconder","chować / ukrywać"
"Verbos Regulares ER","Czasowniki regularne ER","prometer","obiecywać"
"Verbos Regulares ER","Czasowniki regularne ER","creer","wierzyć / sądzić"
"Verbos Regulares ER","Czasowniki regularne ER","romper","psuć / łamać / rwać"
"Verbos Regulares ER","Czasowniki regularne ER","meter","wkładać"
"Verbos Regulares ER","Czasowniki regularne ER","cometer","popełniać (np. błąd)"
"Verbos Regulares ER","Czasowniki regularne ER","depender","zależeć"
"Verbos Regulares ER","Czasowniki regularne ER","ofender","obrażać"
"Verbos Regulares ER","Czasowniki regularne ER","proceder","postępować / pochodzić"
"Verbos Regulares ER","Czasowniki regularne ER","suceder","dziać się / następować"
"Verbos Regulares ER","Czasowniki regularne ER","toser","kasłać"
"Verbos Regulares ER","Czasowniki regularne ER","tejer","tkać / robić na drutach"
"Verbos Regulares ER","Czasowniki regularne ER","sorprender","zaskakiwać"
"Verbos Regulares ER","Czasowniki regularne ER","emprender","podejmować (działanie)"
"Verbos Regulares ER","Czasowniki regularne ER","barrer","zamiatać"
"Verbos Regulares ER","Czasowniki regularne ER","pretender","zamierzać / pretendować"
"Verbos Regulares ER","Czasowniki regularne ER","ceder","ustępować"
"Verbos Regulares ER","Czasowniki regularne ER","conceder","przyznawać / udzielać"
"Verbos Regulares ER","Czasowniki regularne ER","someter","poddawać (kogoś czemuś)"
"Verbos Regulares ER","Czasowniki regularne ER","temer","bać się"
"Verbos Regulares ER","Czasowniki regularne ER","poseer","posiadać"
"Verbos Regulares ER","Czasowniki regularne ER","lamer","lizać"
"Verbos Regulares ER","Czasowniki regularne ER","absorber","absorbować / wchłaniać"
"Verbos Regulares ER","Czasowniki regularne ER","acceder","uzyskiwać dostęp / zgadzać się"
"Verbos Regulares ER","Czasowniki regularne ER","anteceder","poprzedzać"
"Verbos Regulares ER","Czasowniki regularne ER","expeler","wydalać / wyrzucać"
"Verbos Regulares ER","Czasowniki regularne ER","repeler","odstręczać / odpychać"
"Verbos Regulares ER","Czasowniki regularne ER","proveer","zaopatrywać"
"Verbos Regulares ER","Czasowniki regularne ER","suspender","oblewać (egzamin) / zawieszać"
"Verbos Regulares ER","Czasowniki regularne ER","coser","szyć"
"Verbos Regulares ER","Czasowniki regularne ER","prender","zapalać (np. światło) / łapać"
"Verbos Regulares ER","Czasowniki regularne ER","defender","bronić (zmienna samogłoska w niektórych czasach, ale reg. ER w strukturze)"
"Verbos Regulares ER","Czasowniki regularne ER","encender","włączać / zapalać"
"Verbos Regulares ER","Czasowniki regularne ER","entender","rozumieć"
"Verbos Regulares ER","Czasowniki regularne ER","perder","gubić / tracić"
"Verbos Regulares ER","Czasowniki regularne ER","atender","obsługiwać / uważać"
"Verbos Regulares ER","Czasowniki regularne ER","extender","rozciągać / poszerzać"
"Verbos Regulares ER","Czasowniki regularne ER","resolver","rozwiązywać"
"Verbos Regulares ER","Czasowniki regularne ER","volver","wracać"
"Verbos Regulares ER","Czasowniki regularne ER","devolver","zwracać (coś)"
"Verbos Regulares ER","Czasowniki regularne ER","envolver","owijać / pakować"
"Verbos Regulares IR","Czasowniki regularne IR","vivir","żyć / mieszkać"
"Verbos Regulares IR","Czasowniki regularne IR","escribir","pisać"
"Verbos Regulares IR","Czasowniki regularne IR","abrir","otwierać"
"Verbos Regulares IR","Czasowniki regularne IR","recibir","otrzymywać"
"Verbos Regulares IR","Czasowniki regularne IR","permitir","pozwalać"
"Verbos Regulares IR","Czasowniki regularne IR","subir","wchodzić (do góry) / wsiadać"
"Verbos Regulares IR","Czasowniki regularne IR","dividir","dzielić"
"Verbos Regulares IR","Czasowniki regularne IR","decidir","decydować"
"Verbos Regulares IR","Czasowniki regularne IR","descubrir","odkrywać"
"Verbos Regulares IR","Czasowniki regularne IR","sufrir","cierpieć"
"Verbos Regulares IR","Czasowniki regularne IR","existir","istnieć"
"Verbos Regulares IR","Czasowniki regularne IR","añadir","dodawać"
"Verbos Regulares IR","Czasowniki regularne IR","admitir","przyznawać / wpuszczać"
"Verbos Regulares IR","Czasowniki regularne IR","describir","opisywać"
"Verbos Regulares IR","Czasowniki regularne IR","ocurrir","wydarzyć się / dziać się"
"Verbos Regulares IR","Czasowniki regularne IR","asistir","uczestniczyć / brać udział"
"Verbos Regulares IR","Czasowniki regularne IR","definir","definiować"
"Verbos Regulares IR","Czasowniki regularne IR","discutir","kłócić się / dyskutować"
"Verbos Regulares IR","Czasowniki regularne IR","insistir","nalegać"
"Verbos Regulares IR","Czasowniki regularne IR","partir","kroić / wyruszać"
"Verbos Regulares IR","Czasowniki regularne IR","imprimir","drukować"
"Verbos Regulares IR","Czasowniki regularne IR","prohibir","zabraniać"
"Verbos Regulares IR","Czasowniki regularne IR","resumir","podsumowywać"
"Verbos Regulares IR","Czasowniki regularne IR","unir","łączyć"
"Verbos Regulares IR","Czasowniki regularne IR","asumir","zakładać / przejmować"
"Verbos Regulares IR","Czasowniki regularne IR","compartir","dzielić się (czymś)"
"Verbos Regulares IR","Czasowniki regularne IR","cumplir","spełniać / kończyć (lata)"
"Verbos Regulares IR","Czasowniki regularne IR","batir","ubijać / bić (rekord)"
"Verbos Regulares IR","Czasowniki regularne IR","exprimir","wyciskać"
"Verbos Regulares IR","Czasowniki regularne IR","hundir","topić / zatapiać"
"Verbos Regulares IR","Czasowniki regularne IR","crujir","chrupać / skrzypieć"
"Verbos Regulares IR","Czasowniki regularne IR","nutrir","odżywiać"
"Verbos Regulares IR","Czasowniki regularne IR","omitir","pomijać"
"Verbos Regulares IR","Czasowniki regularne IR","percibir","postrzegać"
"Verbos Regulares IR","Czasowniki regularne IR","persistir","wytrwać / utrzymywać się"
"Verbos Regulares IR","Czasowniki regularne IR","persuadir","przekonywać"
"Verbos Regulares IR","Czasowniki regularne IR","presumir","chwalić się / zakładać"
